Event	ID	Name			Wwise Object Path	Notes
	335394866	Reset_Playlist_Scene8_5			\Default Work Unit\Main\Voice Over\Sequences Playlists\Scene8\Scene8-5\Reset_Playlist_Scene8_5	
	335394867	Reset_Playlist_Scene8_4			\Default Work Unit\Main\Voice Over\Sequences Playlists\Scene8\Scene8-4\Reset_Playlist_Scene8_4	
	335394868	Reset_Playlist_Scene8_3			\Default Work Unit\Main\Voice Over\Sequences Playlists\Scene8\Scene8-3\Reset_Playlist_Scene8_3	
	335394869	Reset_Playlist_Scene8_2			\Default Work Unit\Main\Voice Over\Sequences Playlists\Scene8\Scene8-2\Reset_Playlist_Scene8_2	
	335394870	Reset_Playlist_Scene8_1			\Default Work Unit\Main\Voice Over\Sequences Playlists\Scene8\Scene8-1\Reset_Playlist_Scene8_1	
	532960956	Reset_Playlist_Scene11			\Default Work Unit\Main\Voice Over\Sequences Playlists\Scene11\Reset_Playlist_Scene11	
	532960957	Reset_Playlist_Scene10			\Default Work Unit\Main\Voice Over\Sequences Playlists\Scene10\Reset_Playlist_Scene10	
	532960959	Reset_Playlist_Scene12			\Default Work Unit\Main\Voice Over\Sequences Playlists\Scene12\Reset_Playlist_Scene12	
	674798631	Play_Stealth_Music			\Default Work Unit\Main\Music\Stealth Music\Play_Stealth_Music	
	765543017	Play_Bird_Chirps			\Default Work Unit\Main\SFX\BirdSounds\BirdChirps\Play_Bird_Chirps	
	1104522240	Play_Scene6			\Default Work Unit\Main\Voice Over\Sequences Playlists\Scene6\Play_Scene6	
	1104522241	Play_Scene7			\Default Work Unit\Main\Voice Over\Sequences Playlists\Scene7\Play_Scene7	
	1104522242	Play_Scene4			\Default Work Unit\Main\Voice Over\Sequences Playlists\Scene4\Play_Scene4	
	1104522243	Play_Scene5			\Default Work Unit\Main\Voice Over\Sequences Playlists\Scene5\Play_Scene5	
	1104522244	Play_Scene2			\Default Work Unit\Main\Voice Over\Sequences Playlists\Scene2\Play_Scene2	
	1104522245	Play_Scene3			\Default Work Unit\Main\Voice Over\Sequences Playlists\Scene3\Play_Scene3	
	1104522247	Play_Scene1			\Default Work Unit\Main\Voice Over\Sequences Playlists\Scene1\Play_Scene1	
	1104522255	Play_Scene9			\Default Work Unit\Main\Voice Over\Sequences Playlists\Scene9\Play_Scene9	
	1372183383	Reset_Playlist_Scene9			\Default Work Unit\Main\Voice Over\Sequences Playlists\Scene9\Reset_Playlist_Scene9	
	1372183384	Reset_Playlist_Scene6			\Default Work Unit\Main\Voice Over\Sequences Playlists\Scene6\Reset_Playlist_Scene6	
	1372183385	Reset_Playlist_Scene7			\Default Work Unit\Main\Voice Over\Sequences Playlists\Scene7\Reset_Playlist_Scene7	
	1372183386	Reset_Playlist_Scene4			\Default Work Unit\Main\Voice Over\Sequences Playlists\Scene4\Reset_Playlist_Scene4	
	1372183387	Reset_Playlist_Scene5			\Default Work Unit\Main\Voice Over\Sequences Playlists\Scene5\Reset_Playlist_Scene5	
	1372183388	Reset_Playlist_Scene2			\Default Work Unit\Main\Voice Over\Sequences Playlists\Scene2\Reset_Playlist_Scene2	
	1372183389	Reset_Playlist_Scene3			\Default Work Unit\Main\Voice Over\Sequences Playlists\Scene3\Reset_Playlist_Scene3	
	1372183391	Reset_Playlist_Scene1			\Default Work Unit\Main\Voice Over\Sequences Playlists\Scene1\Reset_Playlist_Scene1	
	1462214242	Play_Proxlamp_Click			\Default Work Unit\Main\SFX\ProximityLamp\Play_Proxlamp_Click	
	1553219250	Play_Collision			\Default Work Unit\Main\SFX\Throwable_Objects\Object_Collision\Play_Collision	
	1656044640	Play_Bird_Flight			\Default Work Unit\Main\SFX\BirdSounds\BirdFlight\Play_Bird_Flight	
	1790680011	Stop_Proxlamp_Buzz			\Default Work Unit\Main\SFX\ProximityLamp\Stop_Proxlamp_Buzz	
	2344530938	Play_Scene8_5			\Default Work Unit\Main\Voice Over\Sequences Playlists\Scene8\Scene8-5\Play_Scene8_5	
	2344530939	Play_Scene8_4			\Default Work Unit\Main\Voice Over\Sequences Playlists\Scene8\Scene8-4\Play_Scene8_4	
	2344530940	Play_Scene8_3			\Default Work Unit\Main\Voice Over\Sequences Playlists\Scene8\Scene8-3\Play_Scene8_3	
	2344530941	Play_Scene8_2			\Default Work Unit\Main\Voice Over\Sequences Playlists\Scene8\Scene8-2\Play_Scene8_2	
	2344530942	Play_Scene8_1			\Default Work Unit\Main\Voice Over\Sequences Playlists\Scene8\Scene8-1\Play_Scene8_1	
	2652605998	Play_Item_Pickup			\Default Work Unit\Main\SFX\Throwable_Objects\ItemPickup\Play_Item_Pickup	
	2782362570	Play_Secret_Music			\Default Work Unit\Main\Music\Top Secret Monkey Music\Play_Secret_Music	
	2858274612	Play_Scene11			\Default Work Unit\Main\Voice Over\Sequences Playlists\Scene11\Play_Scene11	
	2858274613	Play_Scene10			\Default Work Unit\Main\Voice Over\Sequences Playlists\Scene10\Play_Scene10	
	2858274615	Play_Scene12			\Default Work Unit\Main\Voice Over\Sequences Playlists\Scene12\Play_Scene12	
	3052723240	Stop_Secret_Music			\Default Work Unit\Main\Music\Top Secret Monkey Music\Stop_Secret_Music	
	3854155799	Play_Footsteps			\Default Work Unit\Main\SFX\Footsteps\Play_Footsteps	
	3876103401	Stop_Stealth_Music			\Default Work Unit\Main\Music\Stealth Music\Stop_Stealth_Music	
	4187993337	Play_Proxlamp_Buzz			\Default Work Unit\Main\SFX\ProximityLamp\Play_Proxlamp_Buzz	

Switch Group	ID	Name			Wwise Object Path	Notes
	2385628198	Footsteps			\Default Work Unit\Footsteps	

Switch	ID	Name	Switch Group			Notes
	841620460	Concrete	Footsteps			
	2185786256	Gravel	Footsteps			
	4248645337	Grass	Footsteps			

State Group	ID	Name			Wwise Object Path	Notes
	2413224833	StealthState			\Default Work Unit\StealthState	

State	ID	Name	State Group			Notes
	250639526	Alerted	StealthState			
	748895195	None	StealthState			
	1777167952	Caution	StealthState			
	3621873013	Hidden	StealthState			

Effect plug-ins	ID	Name	Type				Notes
	355234203	Wwise Parametric EQ (Custom)	Wwise Parametric EQ			
	643205741	Wwise Parametric EQ (Custom)	Wwise Parametric EQ			
	669819211	Wwise Parametric EQ (Custom)	Wwise Parametric EQ			

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	14219814	Scene 1-2 Samoya	C:\Users\samil\Desktop\Project_SafeHaven\SafeHaven\SafeHaven_WwiseProject\.cache\Windows\Voices\English(US)\Scene 1-2 Samoya_4DAB8C33.wem		\Actor-Mixer Hierarchy\Default Work Unit\Voice Over\Sequence Containers\Scene1\Scene 1-2 Samoya		202084
	58739437	ThrowSFX2	C:\Users\samil\Desktop\Project_SafeHaven\SafeHaven\SafeHaven_WwiseProject\.cache\Windows\SFX\ThrowSFX2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Throwable Objects\Collision\Collision\ThrowSFX2		352180
	81963127	Music_Stealth_Alerted	C:\Users\samil\Desktop\Project_SafeHaven\SafeHaven\SafeHaven_WwiseProject\.cache\Windows\SFX\Music_Alert_130bpm_4-4_D79FB2B7.wem		\Interactive Music Hierarchy\Default Work Unit\Stealth Music\Music_Stealth_Alerted\Music_Stealth_Alerted\Music_Stealth_Alerted		6197028
	92334657	Footsteps_Gravel-11	C:\Users\samil\Desktop\Project_SafeHaven\SafeHaven\SafeHaven_WwiseProject\.cache\Windows\SFX\gravel_footsteps-034_1AD3B505.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Footsteps\Footsteps\Footsteps_Gravel\Footsteps_Gravel-11		107920
	108525736	Footsteps_Concrete-3	C:\Users\samil\Desktop\Project_SafeHaven\SafeHaven\SafeHaven_WwiseProject\.cache\Windows\SFX\ConcreteFootstps2.1-12_E026FF10.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Footsteps\Footsteps\Footsteps_Concrete\Footsteps_Concrete-3		99968
	135794846	Scene 8-2-1 Soldier1	C:\Users\samil\Desktop\Project_SafeHaven\SafeHaven\SafeHaven_WwiseProject\.cache\Windows\Voices\English(US)\Scene 8-2-1 Soldier1_39EDD14B.wem		\Actor-Mixer Hierarchy\Default Work Unit\Voice Over\Sequence Containers\Scene8-2\Scene 8-2-1 Soldier1		603248
	135804781	Scene 8-3-1 Soldier1	C:\Users\samil\Desktop\Project_SafeHaven\SafeHaven\SafeHaven_WwiseProject\.cache\Windows\Voices\English(US)\Scene 8-3-1 Soldier1_92AEBD75.wem		\Actor-Mixer Hierarchy\Default Work Unit\Voice Over\Sequence Containers\Scene8-3\Scene 8-3-1 Soldier1		584436
	143674234	Music_Stealth_Caution	C:\Users\samil\Desktop\Project_SafeHaven\SafeHaven\SafeHaven_WwiseProject\.cache\Windows\SFX\Music_Caution_130bpm_4-4_D79FB2B7.wem		\Interactive Music Hierarchy\Default Work Unit\Stealth Music\Music_Stealth_Caution\Music_Stealth_Caution\Music_Stealth_Caution		3912308
	157710287	Bird_Chirp5	C:\Users\samil\Desktop\Project_SafeHaven\SafeHaven\SafeHaven_WwiseProject\.cache\Windows\SFX\BirdSFX8_3E12CFD8.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Bird Sounds\Chirps\Bird Chirps\Bird_Chirp5		64980
	171087633	Scene 10-2-2 Nova	C:\Users\samil\Desktop\Project_SafeHaven\SafeHaven\SafeHaven_WwiseProject\.cache\Windows\Voices\English(US)\Scene 10-2-2 Nova_3AFEA623.wem		\Actor-Mixer Hierarchy\Default Work Unit\Voice Over\Sequence Containers\Scene10\Scene 10-2-2 Nova		277480
	173397512	Footsteps_Concrete-2	C:\Users\samil\Desktop\Project_SafeHaven\SafeHaven\SafeHaven_WwiseProject\.cache\Windows\SFX\ConcreteFootstps2.1-11_F4E158BE.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Footsteps\Footsteps\Footsteps_Concrete\Footsteps_Concrete-2		92912
	174196361	Scene 9-2 Soldier1	C:\Users\samil\Desktop\Project_SafeHaven\SafeHaven\SafeHaven_WwiseProject\.cache\Windows\Voices\English(US)\Scene 9-2 Soldier1_D826DAFC.wem		\Actor-Mixer Hierarchy\Default Work Unit\Voice Over\Sequence Containers\Scene9\Scene 9-2 Soldier1		505708
	202535530	Scene 8-4-2 Soldier2	C:\Users\samil\Desktop\Project_SafeHaven\SafeHaven\SafeHaven_WwiseProject\.cache\Windows\Voices\English(US)\Scene 8-4-2 Soldier2_D2CB3A55.wem		\Actor-Mixer Hierarchy\Default Work Unit\Voice Over\Sequence Containers\Scene8-4\Scene 8-4-2 Soldier2		397996
	205936441	Scene 6-3 Nova	C:\Users\samil\Desktop\Project_SafeHaven\SafeHaven\SafeHaven_WwiseProject\.cache\Windows\Voices\English(US)\Scene 6-3 Nova_0D99DF8E.wem		\Actor-Mixer Hierarchy\Default Work Unit\Voice Over\Sequence Containers\Scene6\Scene 6-3 Nova		590428
	229992108	Pickup4	C:\Users\samil\Desktop\Project_SafeHaven\SafeHaven\SafeHaven_WwiseProject\.cache\Windows\SFX\Pickup4_0DAB55CB.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Throwable Objects\Item Pickup\Item_Pickup\Pickup4		33444
	234982618	Scene 4-1 Soldier1	C:\Users\samil\Desktop\Project_SafeHaven\SafeHaven\SafeHaven_WwiseProject\.cache\Windows\Voices\English(US)\Scene 4-1 Soldier1_A084771F.wem		\Actor-Mixer Hierarchy\Default Work Unit\Voice Over\Sequence Containers\Scene4\Scene 4-1 Soldier1		517368
	235943088	Scene 3-4 Soldier2	C:\Users\samil\Desktop\Project_SafeHaven\SafeHaven\SafeHaven_WwiseProject\.cache\Windows\Voices\English(US)\Scene 3-4 Soldier2_92F933BA.wem		\Actor-Mixer Hierarchy\Default Work Unit\Voice Over\Sequence Containers\Scene3\Scene 3-4 Soldier2		558700
